produto,quantidade,preco,estado,data_venda,codigo_venda
Notebook,1,1000,BA,2024-09-29 22:56:23.518362,VND100426
Monitor,,1500,PR,2024-12-21 22:56:23.518365,VND100427
Notebook,4,1500,BA,2024-12-28 22:56:23.518368,VND100428
Monitor,5,3000,RJ,2025-03-07 22:56:23.518371,VND100429
Notebook,1,1000,DF,2024-07-02 22:56:23.518373,VND100430
Teclado,-1,3000,SC,2024-09-28 22:56:23.518376,VND100431
Headset,5,2500,CE,2025-01-03 22:56:23.518379,VND100432
,2,1500,RJ,2024-09-29 22:56:23.518381,VND100433
Monitor,-1,1500,SP,2025-04-12 22:56:23.518384,VND100434
,4,2500,PE,2025-03-06 22:56:23.518387,VND100435
,2,1000,SP,2025-01-10 22:56:23.518389,VND100436
,três,1500,SP,2024-10-11 22:56:23.518392,VND100437
,4,mil,MG,2024-11-09 22:56:23.518395,VND100438
Tablet,4,nan,RS,2024-11-24 22:56:23.518398,VND100439
Notebook,5,nan,CE,2024-10-04 22:56:23.518400,VND100440
,2,nan,,2024-07-30 22:56:23.518403,VND100441
Notebook,2,2000,DF,2025-06-10 22:56:23.518406,VND100442
,1,mil,RJ,2025-06-03 22:56:23.518409,VND100443
Monitor,-1,2000,SP,2024-10-22 22:56:23.518412,VND100444
Tablet,três,1000,SP,2025-01-11 22:56:23.518415,VND100445
Tablet,2,2500,PE,2025-04-27 22:56:23.518417,VND100446
Teclado,1,3000,DF,2024-11-16 22:56:23.518420,VND100447
,três,mil,DF,2025-05-28 22:56:23.518423,VND100448
Teclado,3,1000,DF,2025-03-09 22:56:23.518426,VND100449
Teclado,3,3000,RJ,2025-03-27 22:56:23.518428,VND100450
Teclado,três,1000,CE,2025-02-23 22:56:23.518431,VND100451
Teclado,3,2000,CE,2024-11-15 22:56:23.518433,VND100452
Teclado,,nan,RJ,2024-09-23 22:56:23.518436,VND100453
Headset,2,2500,MG,2024-09-28 22:56:23.518439,VND100454
Tablet,,2000,RJ,2024-12-14 22:56:23.518442,VND100455
Teclado,-1,2500,SC,2024-12-18 22:56:23.518445,VND100456
,2,mil,PR,2025-05-28 22:56:23.518451,VND100457
Tablet,1,3000,SC,2025-05-21 22:56:23.518454,VND100458
Tablet,,1000,MG,2024-09-16 22:56:23.518457,VND100459
Celular,,1500,MG,2025-02-02 22:56:23.518460,VND100460
Headset,-1,1500,RJ,2025-06-07 22:56:23.518462,VND100461
Teclado,,2500,RJ,2024-12-01 22:56:23.518465,VND100462
Notebook,4,nan,,2024-10-01 22:56:23.518468,VND100463
Monitor,1,nan,RS,2024-09-28 22:56:23.518471,VND100464
,3,2500,,2025-04-25 22:56:23.518473,VND100465
,1,2000,,2024-08-25 22:56:23.518476,VND100466
Notebook,4,1500,PE,2025-05-14 22:56:23.518479,VND100467
Headset,-1,2000,SC,2024-10-31 22:56:23.518481,VND100468
Monitor,-1,3000,CE,2024-09-20 22:56:23.518484,VND100469
Headset,2,1500,,2025-05-25 22:56:23.518487,VND100470
,1,3000,RS,2025-04-04 22:56:23.518490,VND100471
Tablet,três,1000,DF,2025-03-25 22:56:23.518493,VND100472
Monitor,três,2000,BA,2024-11-03 22:56:23.518495,VND100473
Tablet,-1,2500,CE,2024-10-06 22:56:23.518498,VND100474
,,1500,DF,2025-02-26 22:56:23.518501,VND100475
Notebook,-1,2000,,2025-04-22 22:56:23.518504,VND100476
,-1,2500,RS,2024-07-18 22:56:23.518507,VND100477
Notebook,-1,1000,SP,2025-06-23 22:56:23.518510,VND100478
Monitor,-1,1500,RS,2024-10-20 22:56:23.518512,VND100479
Monitor,três,3000,RS,2025-04-23 22:56:23.518515,VND100480
Teclado,três,1000,RS,2024-07-22 22:56:23.518517,VND100481
Headset,3,nan,RJ,2024-07-25 22:56:23.518521,VND100482
Teclado,3,2500,SC,2024-10-12 22:56:23.518524,VND100483
Headset,2,1500,RS,2025-05-24 22:56:23.518527,VND100484
Teclado,-1,1500,RJ,2024-07-31 22:56:23.518529,VND100485
Tablet,três,mil,DF,2024-08-28 22:56:23.518532,VND100486
Monitor,1,mil,PE,2024-12-20 22:56:23.518535,VND100487
Notebook,4,1000,SC,2024-09-02 22:56:23.518538,VND100488
Headset,2,1500,,2024-07-12 22:56:23.518541,VND100489
,três,2500,DF,2024-09-20 22:56:23.518544,VND100490
Headset,1,1000,,2024-12-26 22:56:23.518546,VND100491
Notebook,-1,3000,MG,2025-01-17 22:56:23.518549,VND100492
Teclado,5,1000,CE,2025-05-25 22:56:23.518552,VND100493
Headset,-1,1000,,2024-09-04 22:56:23.518554,VND100494
,3,3000,,2024-09-08 22:56:23.518557,VND100495
Tablet,4,nan,BA,2025-05-21 22:56:23.518560,VND100496
Monitor,três,mil,MG,2024-12-15 22:56:23.518563,VND100497
Notebook,três,2500,PR,2025-03-10 22:56:23.518565,VND100498
Monitor,,nan,PE,2024-11-22 22:56:23.518568,VND100499
,4,nan,PR,2024-10-24 22:56:23.518571,VND100500
Headset,,nan,SP,2024-12-06 22:56:23.518573,VND100501
Headset,4,mil,SP,2025-01-20 22:56:23.518576,VND100502
,3,2000,RS,2024-07-08 22:56:23.518579,VND100503
,,mil,PE,2024-08-18 22:56:23.518582,VND100504
Notebook,1,nan,DF,2024-11-30 22:56:23.518585,VND100505
,,2000,,2025-05-31 22:56:23.518588,VND100506
Tablet,2,3000,MG,2024-09-28 22:56:23.518591,VND100507
,1,mil,PE,2025-03-31 22:56:23.518594,VND100508
Celular,2,2500,MG,2025-01-30 22:56:23.518597,VND100509
Notebook,-1,nan,BA,2025-01-26 22:56:23.518598,VND100510
Celular,4,1500,DF,2024-08-23 22:56:23.518600,VND100511
,1,3000,PR,2024-08-17 22:56:23.518602,VND100512
Teclado,4,2000,MG,2024-11-20 22:56:23.518604,VND100513
Celular,-1,mil,BA,2025-06-09 22:56:23.518606,VND100514
Tablet,5,2500,PE,2024-10-16 22:56:23.518607,VND100515
,três,1000,BA,2024-11-27 22:56:23.518609,VND100516
Teclado,4,2500,CE,2024-10-06 22:56:23.518610,VND100517
,-1,2500,BA,2024-12-18 22:56:23.518612,VND100518
Celular,4,nan,BA,2025-01-05 22:56:23.518614,VND100519
,-1,nan,RS,2025-01-17 22:56:23.518615,VND100520
,2,mil,SP,2024-11-08 22:56:23.518617,VND100521
Teclado,-1,mil,PR,2025-01-28 22:56:23.518619,VND100522
,,2000,CE,2025-03-25 22:56:23.518621,VND100523
Celular,5,mil,CE,2025-03-07 22:56:23.518622,VND100524
,4,2000,SP,2024-08-30 22:56:23.518624,VND100525
Tablet,-1,nan,SC,2024-07-21 22:56:23.518626,VND100526
Celular,-1,nan,MG,2025-05-04 22:56:23.518627,VND100527
Celular,4,1500,BA,2025-03-02 22:56:23.518629,VND100528
Celular,três,1500,PE,2025-01-08 22:56:23.518630,VND100529
Notebook,5,3000,BA,2024-12-13 22:56:23.518632,VND100530
,5,nan,PE,2025-06-12 22:56:23.518633,VND100531
Notebook,-1,1000,BA,2025-01-07 22:56:23.518635,VND100532
Notebook,1,1500,CE,2025-01-03 22:56:23.518637,VND100533
Tablet,2,2000,SC,2024-10-21 22:56:23.518638,VND100534
Teclado,5,2500,SP,2024-11-17 22:56:23.518640,VND100535
,5,mil,DF,2025-03-18 22:56:23.518641,VND100536
,3,mil,RJ,2025-03-02 22:56:23.518643,VND100537
Headset,,3000,PR,2024-07-19 22:56:23.518644,VND100538
Celular,5,1500,DF,2025-01-14 22:56:23.518646,VND100539
,2,2500,PR,2025-03-14 22:56:23.518648,VND100540
Celular,,2500,MG,2025-05-30 22:56:23.518649,VND100541
Tablet,,1500,SP,2025-04-13 22:56:23.518651,VND100542
Celular,4,1000,PE,2024-12-12 22:56:23.518652,VND100543
Notebook,4,1000,DF,2024-09-18 22:56:23.518654,VND100544
,4,3000,,2025-05-11 22:56:23.518656,VND100545
Headset,4,1000,,2024-11-30 22:56:23.518657,VND100546
Monitor,3,3000,DF,2025-01-24 22:56:23.518659,VND100547
Celular,5,2000,PR,2025-06-21 22:56:23.518660,VND100548
,4,1500,DF,2024-10-14 22:56:23.518662,VND100549
Notebook,-1,2500,PE,2025-03-18 22:56:23.518663,VND100550
Monitor,1,3000,SP,2024-07-06 22:56:23.518665,VND100551
Headset,4,mil,MG,2025-05-20 22:56:23.518667,VND100552
Monitor,5,1000,RJ,2025-05-02 22:56:23.518668,VND100553
Notebook,4,mil,SP,2024-07-16 22:56:23.518670,VND100554
,3,3000,RS,2024-09-13 22:56:23.518671,VND100555
,2,nan,MG,2024-08-08 22:56:23.518673,VND100556
Teclado,2,3000,DF,2024-12-08 22:56:23.518674,VND100557
,5,1000,PE,2025-03-19 22:56:23.518676,VND100558
Teclado,-1,nan,SC,2025-02-25 22:56:23.518678,VND100559
Monitor,2,nan,DF,2024-08-21 22:56:23.518679,VND100560
Tablet,três,1000,CE,2024-08-18 22:56:23.518681,VND100561
,2,nan,CE,2025-01-19 22:56:23.518683,VND100562
,1,1500,,2024-07-23 22:56:23.518684,VND100563
Monitor,5,2500,SC,2025-01-11 22:56:23.518686,VND100564
Celular,-1,mil,RJ,2025-02-27 22:56:23.518687,VND100565
Celular,5,1500,CE,2025-06-11 22:56:23.518689,VND100566
,2,1500,RJ,2024-11-10 22:56:23.518691,VND100567
,2,1000,MG,2024-09-29 22:56:23.518692,VND100568
,2,1000,SC,2025-01-23 22:56:23.518694,VND100569
Teclado,,mil,RJ,2024-08-29 22:56:23.518696,VND100570
Tablet,3,2500,RS,2024-09-23 22:56:23.518697,VND100571
Notebook,4,3000,RJ,2025-04-14 22:56:23.518699,VND100572
Celular,três,1500,BA,2024-11-20 22:56:23.518700,VND100573
,3,nan,,2024-08-22 22:56:23.518702,VND100574
Teclado,5,2500,,2024-09-21 22:56:23.518704,VND100575
Headset,três,1500,MG,2025-02-18 22:56:23.518705,VND100576
Teclado,1,3000,RS,2025-03-27 22:56:23.518707,VND100577
Celular,4,nan,SC,2024-11-15 22:56:23.518709,VND100578
Celular,1,1500,PR,2025-02-02 22:56:23.518710,VND100579
Teclado,-1,2000,DF,2024-10-02 22:56:23.518712,VND100580
Notebook,,mil,PE,2025-06-22 22:56:23.518713,VND100581
Monitor,5,2500,CE,2024-07-06 22:56:23.518715,VND100582
Celular,,mil,BA,2024-07-13 22:56:23.518716,VND100583
Teclado,5,1000,BA,2024-11-23 22:56:23.518718,VND100584
,1,1500,PR,2025-05-06 22:56:23.518720,VND100585
Teclado,1,nan,DF,2024-08-11 22:56:23.518721,VND100586
Tablet,1,nan,DF,2025-05-30 22:56:23.518723,VND100587
Monitor,5,2500,,2024-08-16 22:56:23.518724,VND100588
Headset,2,2500,CE,2025-05-24 22:56:23.518726,VND100589
Notebook,1,mil,,2025-04-07 22:56:23.518728,VND100590
,,nan,RJ,2024-12-14 22:56:23.518729,VND100591
Headset,-1,nan,,2025-05-28 22:56:23.518731,VND100592
Monitor,4,nan,SC,2025-02-05 22:56:23.518735,VND100593
Monitor,5,1500,DF,2025-01-06 22:56:23.518737,VND100594
Monitor,três,nan,DF,2025-01-19 22:56:23.518738,VND100595
Headset,,1000,PE,2024-12-07 22:56:23.518740,VND100596
,3,nan,RS,2024-09-23 22:56:23.518741,VND100597
Monitor,-1,1000,RS,2025-03-29 22:56:23.518743,VND100598
Teclado,3,1500,PE,2025-04-11 22:56:23.518745,VND100599
Headset,4,2500,SP,2024-07-05 22:56:23.518746,VND100600
,2,1000,SC,2025-06-10 22:56:23.518748,VND100601
Monitor,1,1500,DF,2024-08-07 22:56:23.518750,VND100602
Teclado,5,nan,CE,2025-03-18 22:56:23.518751,VND100603
,,1500,SC,2025-05-14 22:56:23.518753,VND100604
Tablet,três,nan,PR,2024-08-29 22:56:23.518754,VND100605
,1,mil,BA,2024-12-16 22:56:23.518756,VND100606
,,1500,DF,2025-03-26 22:56:23.518757,VND100607
Monitor,5,2500,SP,2025-03-30 22:56:23.518759,VND100608
,3,1000,CE,2024-11-21 22:56:23.518761,VND100609
Headset,1,mil,SC,2024-10-18 22:56:23.518763,VND100610
Celular,4,2500,MG,2024-08-10 22:56:23.518764,VND100611
Monitor,2,2000,BA,2024-07-16 22:56:23.518766,VND100612
Celular,4,nan,DF,2025-01-25 22:56:23.518767,VND100613
Teclado,2,1000,SC,2024-07-27 22:56:23.518769,VND100614
Tablet,-1,2500,SC,2024-07-18 22:56:23.518771,VND100615
Notebook,,1000,CE,2024-12-12 22:56:23.518772,VND100616
,1,2000,BA,2024-07-04 22:56:23.518774,VND100617
,1,3000,RS,2024-09-22 22:56:23.518776,VND100618
Tablet,-1,nan,RS,2024-08-17 22:56:23.518777,VND100619
Monitor,2,nan,MG,2025-04-21 22:56:23.518779,VND100620
Celular,3,1500,RJ,2024-09-12 22:56:23.518780,VND100621
,5,nan,PE,2024-09-30 22:56:23.518782,VND100622
Celular,4,nan,DF,2024-11-21 22:56:23.518783,VND100623
Headset,-1,2500,CE,2024-09-29 22:56:23.518786,VND100624
Celular,três,mil,DF,2025-04-30 22:56:23.518787,VND100625
Headset,três,nan,,2025-02-14 22:56:23.518789,VND100626
Teclado,,nan,CE,2025-05-01 22:56:23.518791,VND100627
,-1,2000,RS,2024-07-03 22:56:23.518792,VND100628
,4,mil,,2025-01-20 22:56:23.518794,VND100629
Notebook,4,2000,CE,2025-02-06 22:56:23.518795,VND100630
Monitor,,1000,BA,2024-11-04 22:56:23.518797,VND100631
Headset,,1000,RJ,2025-03-09 22:56:23.518798,VND100632
Notebook,1,nan,MG,2024-08-13 22:56:23.518800,VND100633
Celular,4,nan,SP,2024-11-10 22:56:23.518802,VND100634
Celular,5,1500,RS,2025-02-09 22:56:23.518803,VND100635
Notebook,três,1000,SP,2024-09-05 22:56:23.518805,VND100636
,5,2500,,2025-02-04 22:56:23.518806,VND100637
Celular,2,nan,SP,2024-10-10 22:56:23.518808,VND100638
,-1,2500,,2025-03-19 22:56:23.518810,VND100639
Teclado,,nan,,2025-02-07 22:56:23.518811,VND100640
Teclado,1,2500,PR,2024-08-21 22:56:23.518813,VND100641
,5,3000,RJ,2024-08-11 22:56:23.518815,VND100642
Notebook,3,2500,PE,2024-08-04 22:56:23.518817,VND100643
,três,mil,SC,2024-09-04 22:56:23.518818,VND100644
Headset,1,1000,BA,2025-05-08 22:56:23.518820,VND100645
Headset,1,nan,CE,2025-05-21 22:56:23.518821,VND100646
Notebook,5,1000,DF,2025-06-15 22:56:23.518823,VND100647
,3,mil,PE,2024-09-03 22:56:23.518825,VND100648
Headset,2,mil,DF,2025-02-26 22:56:23.518826,VND100649
,5,2500,MG,2024-08-16 22:56:23.518828,VND100650
,3,2000,MG,2025-02-03 22:56:23.518830,VND100651
,1,2000,BA,2024-09-10 22:56:23.518831,VND100652
Headset,três,mil,CE,2024-11-27 22:56:23.518833,VND100653
Teclado,3,2000,CE,2024-11-10 22:56:23.518834,VND100654
Headset,1,nan,RS,2024-09-08 22:56:23.518836,VND100655
,-1,1500,CE,2025-01-25 22:56:23.518838,VND100656
Tablet,5,3000,SC,2024-09-18 22:56:23.518839,VND100657
Monitor,,2500,PE,2024-07-06 22:56:23.518841,VND100658
Celular,5,1500,,2024-11-26 22:56:23.518843,VND100659
,-1,2000,PE,2024-10-08 22:56:23.518844,VND100660
Tablet,4,2500,DF,2025-04-02 22:56:23.518846,VND100661
Headset,4,1500,PR,2024-12-17 22:56:23.518848,VND100662
Teclado,4,1000,BA,2024-12-30 22:56:23.518849,VND100663
Notebook,5,2000,BA,2025-04-21 22:56:23.518852,VND100664
Headset,2,1500,SC,2025-03-28 22:56:23.518854,VND100665
Teclado,5,nan,CE,2025-06-21 22:56:23.518857,VND100666
Monitor,três,1000,PR,2025-05-12 22:56:23.518860,VND100667
Headset,-1,2000,RS,2024-08-03 22:56:23.518862,VND100668
,três,3000,RS,2024-11-07 22:56:23.518865,VND100669
Notebook,-1,mil,PE,2025-02-16 22:56:23.518868,VND100670
Teclado,,2000,SC,2024-11-05 22:56:23.518870,VND100671
Teclado,3,nan,SP,2025-02-25 22:56:23.518873,VND100672
Teclado,5,3000,SP,2024-10-22 22:56:23.518876,VND100673
Monitor,5,3000,CE,2025-01-14 22:56:23.518879,VND100674
Headset,1,3000,PE,2025-05-01 22:56:23.518880,VND100675
Monitor,-1,2500,SC,2025-03-14 22:56:23.518882,VND100676
,1,2500,SP,2024-12-21 22:56:23.518883,VND100677
Celular,1,mil,RJ,2025-04-13 22:56:23.518885,VND100678
Celular,5,3000,DF,2024-10-29 22:56:23.518887,VND100679
,2,mil,MG,2024-09-09 22:56:23.518888,VND100680
Headset,3,1000,DF,2024-07-30 22:56:23.518890,VND100681
,3,3000,MG,2024-11-12 22:56:23.518891,VND100682
Monitor,três,1500,RJ,2024-09-26 22:56:23.518893,VND100683
Notebook,-1,3000,RJ,2024-12-21 22:56:23.518895,VND100684
Teclado,,2500,SC,2025-03-16 22:56:23.518897,VND100685
Teclado,-1,2500,PR,2025-06-25 22:56:23.518898,VND100686
Headset,2,1500,BA,2025-05-10 22:56:23.518900,VND100687
,2,1500,SP,2024-08-25 22:56:23.518901,VND100688
Celular,3,2000,SC,2025-02-15 22:56:23.518903,VND100689
Celular,4,1000,PR,2025-04-22 22:56:23.518905,VND100690
Teclado,1,1000,BA,2025-03-03 22:56:23.518906,VND100691
Headset,1,1000,SC,2024-12-19 22:56:23.518908,VND100692
Monitor,3,nan,CE,2024-07-26 22:56:23.518909,VND100693
Celular,-1,2500,BA,2024-11-04 22:56:23.518911,VND100694
Monitor,2,1000,DF,2024-12-21 22:56:23.518912,VND100695
,-1,2000,BA,2025-03-09 22:56:23.518914,VND100696
Celular,,2000,DF,2024-12-31 22:56:23.518916,VND100697
Celular,4,1000,RS,2024-11-08 22:56:23.518917,VND100698
Tablet,3,1500,MG,2025-03-21 22:56:23.518919,VND100699
Celular,1,2000,DF,2025-04-26 22:56:23.518920,VND100700
,5,mil,RJ,2024-12-18 22:56:23.518922,VND100701
Notebook,-1,1500,CE,2025-01-13 22:56:23.518924,VND100702
,2,mil,SP,2024-12-15 22:56:23.518925,VND100703
Headset,5,2500,RS,2024-11-07 22:56:23.518927,VND100704
Headset,,nan,RS,2024-07-26 22:56:23.518928,VND100705
Monitor,3,2000,PE,2024-07-19 22:56:23.518930,VND100706
,-1,1500,SC,2024-08-03 22:56:23.518932,VND100707
,1,mil,SC,2024-10-24 22:56:23.518933,VND100708
,-1,1000,SC,2024-09-15 22:56:23.518935,VND100709
,4,mil,BA,2025-04-10 22:56:23.518937,VND100710
Celular,três,mil,SP,2024-11-19 22:56:23.518938,VND100711
Notebook,5,2500,MG,2024-11-26 22:56:23.518941,VND100712
Monitor,4,3000,DF,2025-06-16 22:56:23.518943,VND100713
,,3000,,2025-06-24 22:56:23.518946,VND100714
,1,1000,SC,2024-07-09 22:56:23.518949,VND100715
Tablet,5,2500,RS,2025-03-22 22:56:23.518952,VND100716
Monitor,,2500,DF,2025-02-02 22:56:23.518955,VND100717
,4,2500,SP,2024-10-10 22:56:23.518957,VND100718
Monitor,4,2500,RS,2024-11-17 22:56:23.518960,VND100719
Celular,três,3000,RJ,2024-09-10 22:56:23.518963,VND100720
Tablet,5,1500,SP,2025-04-08 22:56:23.518965,VND100721
Monitor,1,2500,BA,2025-02-16 22:56:23.518968,VND100722
Notebook,4,1500,SC,2024-08-16 22:56:23.518970,VND100723
Notebook,3,mil,PR,2025-02-03 22:56:23.518973,VND100724
Headset,três,mil,CE,2024-08-11 22:56:23.518977,VND100725
Tablet,,2500,RS,2024-11-30 22:56:23.518980,VND100726
Tablet,5,2000,PE,2025-01-24 22:56:23.518983,VND100727
Headset,2,nan,PE,2025-05-26 22:56:23.518985,VND100728
Monitor,2,2000,,2025-03-29 22:56:23.518987,VND100729
Tablet,1,mil,CE,2024-10-19 22:56:23.518989,VND100730
Notebook,3,nan,MG,2024-07-13 22:56:23.518991,VND100731
Notebook,4,2000,MG,2025-06-08 22:56:23.518993,VND100732
,2,2500,CE,2024-11-03 22:56:23.518995,VND100733
Celular,1,1500,PR,2024-07-09 22:56:23.518996,VND100734
Tablet,,nan,BA,2024-10-06 22:56:23.518998,VND100735
Monitor,três,3000,SP,2025-01-12 22:56:23.519000,VND100736
Headset,3,1000,PR,2024-09-07 22:56:23.519001,VND100737
Headset,3,nan,DF,2025-04-27 22:56:23.519003,VND100738
Monitor,-1,nan,SC,2024-10-15 22:56:23.519005,VND100739
,1,3000,MG,2024-10-03 22:56:23.519006,VND100740
Teclado,1,2500,RS,2024-09-24 22:56:23.519008,VND100741
Celular,-1,2000,MG,2024-12-04 22:56:23.519009,VND100742
Headset,três,2000,PE,2025-04-18 22:56:23.519011,VND100743
Tablet,4,mil,RS,2025-01-22 22:56:23.519013,VND100744
Celular,1,1500,DF,2024-11-24 22:56:23.519014,VND100745
Tablet,-1,2500,DF,2024-10-11 22:56:23.519016,VND100746
,4,3000,SC,2024-12-26 22:56:23.519017,VND100747
Notebook,três,2500,RJ,2024-11-15 22:56:23.519019,VND100748
Celular,4,2500,PE,2024-09-26 22:56:23.519020,VND100749
,5,2000,CE,2025-04-19 22:56:23.519022,VND100750
Headset,3,3000,MG,2024-12-17 22:56:23.519024,VND100751
Celular,,1000,SC,2025-05-31 22:56:23.519025,VND100752
Celular,3,nan,SC,2024-07-19 22:56:23.519027,VND100753
Celular,3,2000,RJ,2025-02-11 22:56:23.519029,VND100754
Teclado,5,3000,DF,2025-03-25 22:56:23.519031,VND100755
Celular,4,1500,PE,2025-06-14 22:56:23.519033,VND100756
Tablet,4,nan,RS,2025-05-18 22:56:23.519036,VND100757
Notebook,1,nan,,2024-09-22 22:56:23.519039,VND100758
,5,2000,,2025-04-14 22:56:23.519043,VND100759
Monitor,1,mil,PE,2025-04-16 22:56:23.519046,VND100760
Celular,5,1500,PE,2025-02-04 22:56:23.519052,VND100761
Headset,1,2000,MG,2025-05-25 22:56:23.519055,VND100762
Celular,2,2500,RS,2024-10-12 22:56:23.519057,VND100763
Headset,-1,mil,PR,2024-10-02 22:56:23.519060,VND100764
Tablet,3,3000,RS,2024-10-10 22:56:23.519063,VND100765
Headset,3,1500,SC,2024-08-17 22:56:23.519066,VND100766
,três,nan,RJ,2025-02-06 22:56:23.519067,VND100767
Monitor,,2000,PE,2024-06-27 22:56:23.519069,VND100768
Notebook,-1,nan,RS,2024-07-17 22:56:23.519084,VND100769
Headset,4,1500,SC,2025-03-12 22:56:23.519086,VND100770
Headset,,nan,SP,2024-11-13 22:56:23.519087,VND100771
Notebook,2,2000,DF,2025-02-26 22:56:23.519089,VND100772
Monitor,três,mil,RJ,2024-09-27 22:56:23.519090,VND100773
Celular,,2000,,2025-06-18 22:56:23.519092,VND100774
Headset,três,1000,BA,2025-05-10 22:56:23.519093,VND100775
Notebook,3,nan,,2024-10-19 22:56:23.519095,VND100776
,4,1000,CE,2024-06-29 22:56:23.519096,VND100777
,2,mil,SC,2024-08-22 22:56:23.519098,VND100778
Tablet,3,1000,PE,2024-09-17 22:56:23.519100,VND100779
Notebook,-1,nan,RJ,2025-03-28 22:56:23.519101,VND100780
Tablet,1,1500,DF,2024-07-18 22:56:23.519103,VND100781
,5,2500,RS,2025-06-04 22:56:23.519104,VND100782
Monitor,2,mil,SP,2025-06-04 22:56:23.519106,VND100783
Celular,4,2000,BA,2024-10-24 22:56:23.519107,VND100784
Notebook,três,3000,DF,2024-06-29 22:56:23.519109,VND100785
,,mil,SP,2024-07-18 22:56:23.519111,VND100786
,-1,1000,,2024-07-10 22:56:23.519113,VND100787
,,1500,,2025-05-17 22:56:23.519115,VND100788
,2,nan,CE,2024-11-03 22:56:23.519140,VND100789
Teclado,-1,1500,RJ,2025-06-12 22:56:23.519142,VND100790
,4,1500,PR,2025-06-11 22:56:23.519143,VND100791
Headset,2,nan,MG,2024-11-18 22:56:23.519145,VND100792
Monitor,4,3000,RJ,2024-11-05 22:56:23.519146,VND100793
Notebook,,nan,BA,2025-06-04 22:56:23.519148,VND100794
,3,3000,PR,2025-04-13 22:56:23.519150,VND100795
Headset,-1,nan,PR,2024-10-22 22:56:23.519151,VND100796
,1,1000,CE,2024-07-05 22:56:23.519153,VND100797
Notebook,3,3000,MG,2024-07-03 22:56:23.519154,VND100798
Tablet,1,1000,PR,2024-11-13 22:56:23.519156,VND100799
Notebook,,mil,SC,2024-07-21 22:56:23.519158,VND100800
Teclado,três,3000,DF,2025-05-21 22:56:23.519159,VND100801
Notebook,-1,3000,PR,2025-01-16 22:56:23.519161,VND100802
Notebook,3,nan,PR,2025-04-12 22:56:23.519162,VND100803
Teclado,3,3000,DF,2024-12-01 22:56:23.519164,VND100804
Monitor,2,1000,RS,2025-06-14 22:56:23.519166,VND100805
,5,mil,CE,2025-04-05 22:56:23.519167,VND100806
Notebook,,nan,PR,2025-06-17 22:56:23.519169,VND100807
Teclado,4,2000,PR,2024-09-24 22:56:23.519170,VND100808
Headset,,mil,MG,2024-07-09 22:56:23.519172,VND100809
Tablet,4,mil,SP,2024-12-02 22:56:23.519174,VND100810
Tablet,-1,1000,RS,2025-01-09 22:56:23.519176,VND100811
Notebook,4,mil,PE,2025-04-11 22:56:23.519177,VND100812
Monitor,três,2000,RS,2024-09-29 22:56:23.519179,VND100813
Monitor,1,1500,DF,2025-01-16 22:56:23.519180,VND100814
Headset,4,nan,MG,2025-04-26 22:56:23.519182,VND100815
Notebook,4,1500,CE,2024-08-31 22:56:23.519184,VND100816
Tablet,2,nan,RJ,2024-10-03 22:56:23.519185,VND100817
Monitor,3,mil,MG,2025-06-06 22:56:23.519187,VND100818
Notebook,,nan,BA,2025-01-18 22:56:23.519189,VND100819
,,1000,DF,2025-05-27 22:56:23.519190,VND100820
Monitor,-1,2000,SP,2024-10-19 22:56:23.519192,VND100821
Teclado,-1,nan,,2024-08-27 22:56:23.519193,VND100822
,três,2000,BA,2025-05-22 22:56:23.519195,VND100823
,4,nan,BA,2025-01-31 22:56:23.519198,VND100824
Monitor,5,2000,CE,2025-04-11 22:56:23.519201,VND100825
Tablet,,1500,PE,2024-10-26 22:56:23.519204,VND100826
Celular,-1,1000,RJ,2024-09-02 22:56:23.519207,VND100827
,4,nan,PR,2025-01-08 22:56:23.519210,VND100828
,-1,2500,SC,2025-04-18 22:56:23.519213,VND100829
Headset,três,2000,PR,2025-04-20 22:56:23.519214,VND100830
Headset,1,2000,,2025-02-16 22:56:23.519216,VND100831
Tablet,1,2500,BA,2025-01-15 22:56:23.519218,VND100832
Monitor,-1,1000,RS,2025-06-11 22:56:23.519219,VND100833
Notebook,1,2000,SC,2024-11-27 22:56:23.519221,VND100834
Monitor,-1,1000,CE,2024-09-24 22:56:23.519222,VND100835
Tablet,4,2000,RJ,2025-04-25 22:56:23.519224,VND100836
Headset,2,mil,,2024-11-07 22:56:23.519225,VND100837
Monitor,5,3000,CE,2024-08-13 22:56:23.519227,VND100838
Headset,4,mil,DF,2025-02-24 22:56:23.519229,VND100839
,2,2000,SP,2024-08-14 22:56:23.519230,VND100840
,2,3000,BA,2024-10-24 22:56:23.519232,VND100841
Notebook,,nan,RS,2024-12-27 22:56:23.519234,VND100842
,4,1000,CE,2025-03-28 22:56:23.519235,VND100843
Headset,4,2000,SC,2024-12-31 22:56:23.519237,VND100844
